EURONEXT/ALWET,We Connect (ALWET)
EURONEXT/XPO,Xpo Logistics (XPO)
EURONEXT/MBWSY,Mbws Bsa 2016 (MBWSY)
EURONEXT/MLOSA,O Sorbet D'amour (MLOSA)
EURONEXT/NYR8,Nyrstar(sub)c8 (NYR8)
EURONEXT/MLBRI,Brico Distrib (MLBRI)
EURONEXT/STNDS,Stentys Ds (STNDS)
EURONEXT/MLAAT,Azorean Tech (MLAAT)
EURONEXT/ALODS,O2i Ds (ALODS)
EURONEXT/DEXBT,Dexia (DEXBT)
EURONEXT/ROYRE,Royal Reesink (ROYRE)
EURONEXT/MTDS,Arcelormittal Rght (MTDS)
EURONEXT/FGA,Figeac Aero (FGA)
EURONEXT/CARDS,Carrefour Pr Dv Ds (CARDS)
EURONEXT/DLRI,Delta Lloyd Rights (DLRI)
EURONEXT/QGCBS,Quangenbs15sep2018 (QGCBS)
EURONEXT/INSDS,Inside Secure Ds (INSDS)
EURONEXT/GECBS,Geci Intl Bs (GECBS)
EURONEXT/CONN1,Connect Gro(sub)c1 (CONN1)
EURONEXT/VKDS,Vallourec Ds (VKDS)
EURONEXT/GNRO,Geneuro (GNRO)
EURONEXT/ALWIT,Witbe (ALWIT)
EURONEXT/MLQP,Quadpack (MLQP)
EURONEXT/AGRNV,Agrogeneration Nv (AGRNV)
EURONEXT/MDWP,Mediawan Pref (MDWP)
EURONEXT/MLDWC,Dwc 3 0 (MLDWC)
EURONEXT/MDWBS,Mediawan War (MDWBS)
EURONEXT/QFG12,Questfor G(sub)c12 (QFG12)
EURONEXT/NVG,The Navigator Comp (NVG)
EURONEXT/LEXDS,Lexibook Ds (LEXDS)
EURONEXT/MLBAM,Bambu (MLBAM)
EURONEXT/DIMT,Sartorius Sted Bio (DIMT)
EURONEXT/OBEL,Orange Belgium (OBEL)
EURONEXT/ASIT,Asit (ASIT)
EURONEXT/FIMT,Fimalac (FIMT)
EURONEXT/SIFG,Sif Holding (SIFG)
EURONEXT/AFTNV,Saft Nv (AFTNV)
EURONEXT/GLOGT,Global Graphics (GLOGT)
EURONEXT/ALTDS,Altran Ds (ALTDS)
EURONEXT/FFARM,Forfarmers (FFARM)
EURONEXT/ALKLK,Kerlink (ALKLK)
EURONEXT/MLSDN,Savonnerie Nyons (MLSDN)
EURONEXT/GFTT,Gameloft Se (GFTT)
EURONEXT/CCET,Coca-cola Enter (CCET)
EURONEXT/MDM,Maisons Du Monde (MDM)
EURONEXT/LIGHT,Signify Nv (LIGHT)
EURONEXT/MUNDS,Micropole Ds (MUNDS)
EURONEXT/NEVDS,Neovac Ds (NEVDS)
EURONEXT/FRT,Valeo (FRT)
EURONEXT/NYRT,Nyrstar (NYRT)
EURONEXT/MLROT,Aroma Celte (MLROT)
EURONEXT/ASRNL,Asr Nederland (ASRNL)
EURONEXT/BFIT,Basic-fit (BFIT)
EURONEXT/SOADS,Sodifrance Ds (SOADS)
EURONEXT/LFDE,Francaise Energie (LFDE)
EURONEXT/FAGR9,Fagron(sub)c9 (FAGR9)
EURONEXT/MCC,Immo Mcc (MCC)
EURONEXT/ALPCV,Cerinnov Group (ALPCV)
EURONEXT/MALAT,Grand Marnier (MALAT)
EURONEXT/MBWSZ,Mbws Bsar 2023 (MBWSZ)
EURONEXT/GAUBT,Gaussin Bsa (GAUBT)
EURONEXT/AURST,Aures Technologies (AURST)
EURONEXT/METDS,Methanor Ds (METDS)
EURONEXT/ALENE,Enertime (ALENE)
EURONEXT/SFR,Sfr Group (SFR)
EURONEXT/SOANV,Sodifrance Nv (SOANV)
EURONEXT/SAFTT,Saft Groupe (SAFTT)
EURONEXT/SIGHT,Gensight Biologics (SIGHT)
EURONEXT/ALPHA,Pharnext (ALPHA)
EURONEXT/AHT,Ahold Kon (AHT)
EURONEXT/RIBDS,Riber Ds (RIBDS)
EURONEXT/CGGT,Cgg (CGGT)
EURONEXT/DGMT,Diagnostic Medical (DGMT)
EURONEXT/INGAT,Ing Groep (INGAT)
EURONEXT/MLUTP,Un Toit Pour Toi (MLUTP)
EURONEXT/ALOBS,Alo Bsa 2016 (ALOBS)
EURONEXT/MLINV,Invibes Advertsing (MLINV)
EURONEXT/AL30T,Solutions 30 Se (AL30T)
EURONEXT/AD,Ahold Del (AD)
EURONEXT/OFP,Officiis Propertie (OFP)
EURONEXT/WAVE,Wavestone (WAVE)
EURONEXT/THEDS,Theraclion Ds (THEDS)
EURONEXT/ALDEV,Devernois (ALDEV)
EURONEXT/KAZIT,Orchestra Premaman (KAZIT)
EURONEXT/IRD,Groupe Ird (IRD)
EURONEXT/LEADS,Leadmedia Ds (LEADS)
EURONEXT/ARDO,Ardoin St Amand B (ARDO)
EURONEXT/CGDT,Cegid Ex (CGDT)
EURONEXT/CGBBT,Cegidbaar2nov18ex (CGBBT)
EURONEXT/CGBAT,Cegidbaar1nov17ex (CGBAT)
EURONEXT/AIDS,Air Liquide Ds (AIDS)
EURONEXT/FDPAT,Fonciere De Paris (FDPAT)
EURONEXT/BEF31,Befimmo(sub)c31 (BEF31)
EURONEXT/ALUMT,Umanis (ALUMT)
EURONEXT/LOUPT,Ldc (LOUPT)
EURONEXT/ALNLF,Neolife (ALNLF)
EURONEXT/ALNOX,Noxxon (ALNOX)
EURONEXT/TKWY,Takeaway (TKWY)
EURONEXT/ABIT,Ab Inbev (ABIT)
EURONEXT/ABEO,Abeo (ABEO)
EURONEXT/GNFDS,Genfit Ds (GNFDS)
EURONEXT/RNST,R&s Retail Group (RNST)
EURONEXT/EKIDS,Ekinops Ds (EKIDS)
EURONEXT/GREEN,Greenyard (GREEN)
EURONEXT/DIBSD,Santadi16(87p1) (DIBSD)
EURONEXT/BCPT,B Com Portugues (BCPT)
EURONEXT/ALCYT,Cybergun (ALCYT)
EURONEXT/ALPAR,Gpe Parot (auto) (ALPAR)
EURONEXT/VLTBS,Voltalia Bs (VLTBS)
EURONEXT/ARCRI,Arcona Ri (ARCRI)
EURONEXT/NXTDS,Nextedia Ds (NXTDS)
EURONEXT/EZBGT,Eckert-ziegler Bg (EZBGT)
EURONEXT/CANDT,Candela Invest (CANDT)
EURONEXT/MLPHA,Pharmasimple (MLPHA)
EURONEXT/PHAOR,Pharming Rights (PHAOR)
EURONEXT/EIFDS,Tour Eiffel Ds (EIFDS)
EURONEXT/MLGML,Gour Medical (MLGML)
EURONEXT/TINC3,Tinc(sub)c3 (TINC3)
EURONEXT/UNPA,Union Pac Corp (UNPA)
EURONEXT/ALTRT,Heurtey Petrochem (ALTRT)
EURONEXT/ALHSW,Horizontalsoftware (ALHSW)
EURONEXT/NEXTS,Nextstage (NEXTS)
EURONEXT/CENER,Cenergy (CENER)
EURONEXT/ALPTR,Patris (ALPTR)
EURONEXT/HAM14,Hamon(sub)c14 (HAM14)
EURONEXT/IPSNV,Ipsos Nv18 (IPSNV)
EURONEXT/ALHPT,Heurtey Petrochem (ALHPT)
EURONEXT/FLEBS,Fleurymbsar22mar20 (FLEBS)
EURONEXT/ALNSC,Nsc Groupe (ALNSC)
EURONEXT/FTI,Technipfmc (FTI)
EURONEXT/MAUT,Maurel Et Prom (MAUT)
EURONEXT/OSIT,Ausy Ex (OSIT)
EURONEXT/BCPS4,Bcp Ds17 (15p1) (BCPS4)
EURONEXT/FREBS,Freelance Bs 2018 (FREBS)
EURONEXT/ALOTT,Octo Technology (ALOTT)
EURONEXT/OCTBT,Octo Techno Bsa (OCTBT)
EURONEXT/ELIDS,Elis Ds (ELIDS)
EURONEXT/CNVT,Cnova Nv Ex (CNVT)
EURONEXT/LEYT,Faiveley Transport (LEYT)
EURONEXT/TXCDS,Txcell Ds (TXCDS)
EURONEXT/VI,Viktoria Invest (VI)
EURONEXT/MLMMC,Multimicrocloud (MLMMC)
EURONEXT/SOIT,Soitec (SOIT)
EURONEXT/LYS,Lysogene (LYS)
EURONEXT/MLMT6,Mp6 (MLMT6)
EURONEXT/ALOSM,Osmozis (ALOSM)
EURONEXT/ANVDS,Anevia Ds (ANVDS)
EURONEXT/IVA,Inventiva (IVA)
EURONEXT/EMGT,Euromedis Ex (EMGT)
EURONEXT/SYTT,Salvepar Ex (SYTT)
EURONEXT/EON,E On Se (EON)
EURONEXT/TXCBS,Txcell Absa Feb18 (TXCBS)
EURONEXT/GKTX,Genkyotex (GKTX)
EURONEXT/FDUDS,Fonciere Murs Ds (FDUDS)
EURONEXT/KNNV,Natixis Nv (KNNV)
EURONEXT/TKO,Tikehau Capital (TKO)
EURONEXT/EDFDS,Edf Ds (EDFDS)
EURONEXT/CJDS,Crossject Ds (CJDS)
EURONEXT/AMUDS,Amundi Ds (AMUDS)
EURONEXT/AVTX,Avantium (AVTX)
EURONEXT/AED16,Aedifica(sub)c16 (AED16)
EURONEXT/ALMEC,Mecelec Composites (ALMEC)
EURONEXT/ALEDS,Emova Ds (ALEDS)
EURONEXT/FMUNV,Fonc Des Murs Nv (FMUNV)
EURONEXT/ALUDS,Lucibel Ds (ALUDS)
EURONEXT/HFS,Headfirst Source G (HFS)
EURONEXT/MLHPE,Hopening (MLHPE)
EURONEXT/MDW,Mediawan (MDW)
EURONEXT/VEON,Veon (VEON)
EURONEXT/XFAB,X-fab (XFAB)
EURONEXT/FATBS,Fonc Atland Bsa (FATBS)
EURONEXT/GALIM,Galimmo (GALIM)
EURONEXT/KLKDS,Kerlink Ds (KLKDS)
EURONEXT/PVLT,Plast Val Loire (PVLT)
EURONEXT/ABCBS,Abcarbibsaa29jun18 (ABCBS)
EURONEXT/SIP9,Sipef(sub)c9 (SIP9)
EURONEXT/ZENTT,Zenitel (ZENTT)
EURONEXT/GROWN,Growners (GROWN)
EURONEXT/ALADT,Adomos (ALADT)
EURONEXT/PWG,Prodways (PWG)
EURONEXT/KVW,Volkerwessels (KVW)
EURONEXT/MTT,Arcelormittal (MTT)
EURONEXT/SSIDS,Supersonic Imagids (SSIDS)
EURONEXT/PLX,Alumexx N V (PLX)
EURONEXT/MLSKL,Skill Gaming Inc (MLSKL)
EURONEXT/ALEBS,Emova Bs (ALEBS)
EURONEXT/ALLBS,Lexibook Bs (ALLBS)
EURONEXT/ALVAL,Valbiotis (ALVAL)
EURONEXT/SAFDS,Safe Ortho Ds (SAFDS)
EURONEXT/XIOR3,Xior(sub)c3 (XIOR3)
EURONEXT/BALYO,Balyo (BALYO)
EURONEXT/ANTA,Antalis Internatio (ANTA)
EURONEXT/FLODS,Groupe Flo Ds (FLODS)
EURONEXT/BALTA,Balta Group (BALTA)
EURONEXT/CARM,Carmila (CARM)
EURONEXT/ALD,Ald (ALD)
EURONEXT/NSIT,Nsi (NSIT)
EURONEXT/ALTBS,Theradiag Bsar (ALTBS)
EURONEXT/CLA,Claranova (CLA)
EURONEXT/GAMT,Gaumont Ex (GAMT)
EURONEXT/CDIT,Christian Dior Ex (CDIT)
EURONEXT/ALCOT,Cofidur (ALCOT)
EURONEXT/SOT,Somfy Sa (SOT)
EURONEXT/ALWDS,Wedia Ds (ALWDS)
EURONEXT/HYGDS,Hybrigenics Ds (HYGDS)
EURONEXT/VLK,V Lanschot Kempen (VLK)
EURONEXT/TKODS,Tikehau Capital Ds (TKODS)
EURONEXT/MLAHC,Health (MLAHC)
EURONEXT/CARBS,Carmila Bs (CARBS)
EURONEXT/ALIMP,Implanet (ALIMP)
EURONEXT/MLAMT,Arthur Maury (MLAMT)
EURONEXT/MLWEE,Wee Com Ag (MLWEE)
EURONEXT/NRP,Nepi Rockcastle (NRP)
EURONEXT/GFCDS,Gecina Ds (GFCDS)
EURONEXT/ALUVI,Uv Germi (ALUVI)
EURONEXT/ALACT,Actiplay (groupe) (ALACT)
EURONEXT/ANVBS,Anevia Bs (ANVBS)
EURONEXT/ECRT,Eurofins Cerep (ECRT)
EURONEXT/MLMIT,M2i (MLMIT)
EURONEXT/RUIT,Rubis (RUIT)
EURONEXT/SONIT,Sonae Ind Sgps (SONIT)
EURONEXT/ADUX,Adux (ADUX)
EURONEXT/GECBT,Geci Intl Bsar A (GECBT)
EURONEXT/O2IBS,O2i Bsa (O2IBS)
EURONEXT/QGCBT,Quantgenbsa27jan20 (QGCBT)
EURONEXT/OXISD,Gt Biopharma Inc (OXISD)
EURONEXT/ALETT,Diaxonhit (ALETT)
EURONEXT/JXRBS,Archos Bsar 2018 (JXRBS)
EURONEXT/GTBP,Gt Biopharma Inc (GTBP)
EURONEXT/MLOEX,One Experience (MLOEX)
EURONEXT/MLALV,Alveen (MLALV)
EURONEXT/ALCRE,Aroundtown Sa (ALCRE)
EURONEXT/MON17,Montea(sub)c17 (MON17)
EURONEXT/ALPHS,Pharmasimple (ALPHS)
EURONEXT/ALMII,M2i (ALMII)
EURONEXT/VIDS,Viktoria Invest Ds (VIDS)
EURONEXT/BIMT,Biomerieux (BIMT)
EURONEXT/VALOR,2valorise (VALOR)
EURONEXT/ENXP,EURONEXT (ENXP)
EURONEXT/FALDS,Fermentalg Ds (FALDS)
EURONEXT/NLFBS,Neolife Bs (NLFBS)
EURONEXT/ESADS,Ecoslops Ds (ESADS)
EURONEXT/ERSCT,Eurosic Ex (ERSCT)
EURONEXT/ALARF,Adeunis (ALARF)
EURONEXT/CPIN7,Care Proper(sub)c7 (CPIN7)
EURONEXT/BUP,Biom Up Sa (BUP)
EURONEXT/NEXDS,Nextstage Ds (NEXDS)
EURONEXT/UMIT,Umicore (UMIT)
EURONEXT/DIBSE,Santandi17(142p1) (DIBSE)
EURONEXT/SMCP,Smcp (SMCP)
EURONEXT/SNGP,Sonagi (SNGP)
EURONEXT/NTGT,Netgem Ex (NTGT)
EURONEXT/TRAAT,Transinsular (TRAAT)
EURONEXT/ALTHX,Theranexus (ALTHX)
EURONEXT/EURBU,Europlasma Bsc (EURBU)
EURONEXT/DRVDS,Drone Volt Ds (DRVDS)
EURONEXT/REINA,Reinet Investments (REINA)
EURONEXT/INNDS,Innelecmultime Ds (INNDS)
EURONEXT/ALVDS,Visiativ Ds (ALVDS)
EURONEXT/ALIMT,Groupimo (ALIMT)
EURONEXT/RENDS,Ren Ds 2017 (RENDS)
EURONEXT/CRBBS,Carbios Bs (CRBBS)
EURONEXT/NEVB2,Neovacs Bsa2 (NEVB2)
EURONEXT/SMART,Smartphoto Group (SMART)
EURONEXT/TFFT,Tff Group (TFFT)
EURONEXT/ADVIC,Advicenne (ADVIC)
EURONEXT/MLAIM,Air Marine (MLAIM)
EURONEXT/ALDUB,Encres Dubuit (ALDUB)
EURONEXT/LTADS,Le Tanneur Ds (LTADS)
EURONEXT/VAADS,Vaa Ds 2017 (VAADS)
EURONEXT/MLWEA,Weaccess Group (MLWEA)
EURONEXT/ALX,Alumexx N V (ALX)
EURONEXT/BUDBS,Budget Telecom Bs (BUDBS)
EURONEXT/ALCET,Cesar (ALCET)
EURONEXT/PID,Paragon Id (PID)
EURONEXT/DGB,Dgb Group N V (DGB)
EURONEXT/HAM15,Hamon(sub)c15 (HAM15)
EURONEXT/ABEDS,Abeo Ds (ABEDS)
EURONEXT/ALATF,Artefact (ALATF)
EURONEXT/ADVDS,Advenis Ds (ADVDS)
EURONEXT/ALBOU,Bourrelier Group (ALBOU)
EURONEXT/ALCBS,Crossject Bsa (ALCBS)
EURONEXT/CGGBS,Cgg Bsa 1 (CGGBS)
EURONEXT/CGGBT,Cgg Bsa 2 (CGGBT)
EURONEXT/DSC1,Dutch Star C Shar (DSC1)
EURONEXT/DSC1W,Dutch Star C War (DSC1W)
EURONEXT/EAS2P,Ease2pay Nv (EAS2P)
EURONEXT/ACPH,Acacia Pharma (ACPH)
EURONEXT/VMGBS,Visiomed Bsa2018-1 (VMGBS)
EURONEXT/MLOCT,Octopus Robots (MLOCT)
EURONEXT/TINC6,Tinc(sub)c6 (TINC6)
EURONEXT/CATDS,Catana Group Ds (CATDS)
EURONEXT/MLMIB,Metrics In Balance (MLMIB)
EURONEXT/ALFEN,Alfen (ALFEN)
EURONEXT/BSGR,B&s Group (BSGR)
EURONEXT/NIBC,Nibc Holding (NIBC)
EURONEXT/GAMNV,Gaumont Nv18 (GAMNV)
EURONEXT/MLLAB,Media Lab (MLLAB)
EURONEXT/ALVU,Vente Unique Com (ALVU)
EURONEXT/PIDT,Paragon Id (PIDT)
EURONEXT/ALQWA,Qwamplify (ALQWA)
EURONEXT/RET25,Retail Est(sub)c25 (RET25)
EURONEXT/VIVNV,Vivendi Nv18 (VIVNV)
EURONEXT/PIXDS,Pixium Vision Ds (PIXDS)
EURONEXT/TEP,Teleperformance (TEP)
EURONEXT/ALOXA,Oxatis (ALOXA)
EURONEXT/BESIT,Be Semiconductor (BESIT)
EURONEXT/MLPRX,Parx Plastics Nv (MLPRX)
EURONEXT/THEPT,Thermador Groupe (THEPT)
EURONEXT/LBIRD,Lumibird (LBIRD)
EURONEXT/ALDNE,Dontnod (ALDNE)
EURONEXT/MASDS,Mastrad Ds (MASDS)
EURONEXT/VTX,Voluntis (VTX)
EURONEXT/XIOR6,Xior(sub)c6 (XIOR6)
EURONEXT/BLUDS,Bluelinea Ds (BLUDS)
EURONEXT/ALNN6,Enensys (ALNN6)
EURONEXT/AKW,Akwel (AKW)
EURONEXT/COV,Covivio (COV)
EURONEXT/FDMBS,Fonciere Des M Bs (FDMBS)
EURONEXT/URW,Unibail-wfd Unibai (URW)
EURONEXT/ALUPG,Upergy (ALUPG)
